iter	Passed	Remaining
430	3128	4130
431	3135	4122
432	3141	4114
433	3149	4107
434	3156	4099
435	3163	4092
436	3170	4084
437	3177	4076
438	3184	4069
439	3191	4061
440	3198	4054
441	3205	4046
442	3212	4039
443	3220	4032
444	3226	4024
445	3233	4015
446	3239	4007
447	3247	4001
448	3254	3993
449	3261	3986
450	3268	3978
451	3276	3972
452	3282	3964
453	3289	3955
454	3296	3948
455	3302	3940
456	3309	3932
457	3316	3924
458	3324	3918
459	3330	3910
460	3337	3902
461	3360	3913
462	3367	3905
463	3374	3897
464	3380	3889
465	3387	3881
466	3394	3874
467	3401	3866
468	3409	3859
469	3415	3851
470	3421	3843
471	3429	3836
472	3435	3827
473	3442	3820
474	3448	3811
475	3456	3804
476	3462	3796
477	3468	3788
478	3475	3780
479	3482	3772
480	3488	3764
481	3495	3756
482	3502	3748
483	3510	3742
484	3517	3734
485	3524	3727
486	3531	3719
487	3538	3712
488	3544	3704
489	3551	3696
490	3558	3688
491	3564	3680
492	3572	3673
493	3579	3666
494	3585	3658
495	3593	3651
496	3600	3643
497	3608	3637
498	3615	3629
499	3622	3622
500	3629	3614
501	3635	3606
502	3642	3598
503	3649	3591
504	3656	3584
505	3663	3576
506	3671	3569
507	3678	3562
508	3685	3555
509	3692	3547
510	3699	3539
511	3705	3532
512	3711	3523
513	3719	3516
514	3726	3509
515	3733	3502
516	3739	3494
517	3747	3486
518	3754	3479
519	3761	3472
520	3769	3465
521	3776	3458
522	3783	3450
523	3791	3443
524	3797	3436
525	3805	3429
526	3812	3421
527	3820	3415
528	3827	3407
529	3835	3401
530	3842	3393
531	3849	3386
532	3856	3379
533	3864	3372
534	3870	3364
535	3878	3357
536	3885	3350
537	3892	3343
538	3900	3335
539	3907	3328
540	3915	3322
541	3922	3314
542	3930	3307
543	3936	3299
544	3944	3293
545	3951	3285
546	3959	3279
547	3967	3272
548	3975	3266
549	3982	3258
550	3989	3251
551	3996	3243
552	4005	3237
553	4012	3230
554	4020	3223
555	4028	3216
556	4035	3209
557	4042	3202
558	4049	3194
559	4057	3188
560	4064	3180
561	4072	3173
562	4079	3166
563	4086	3158
564	4093	3151
565	4100	3143
566	4108	3137
567	4114	3129
568	4122	3122
569	4128	3114
570	4135	3106
571	4141	3099
572	4148	3091
573	4156	3084
574	4162	3076
575	4170	3069
576	4176	3061
577	4183	3054
578	4190	3046
579	4196	3039
580	4204	3032
581	4211	3024
582	4218	3017
583	4225	3009
584	4232	3002
585	4238	2994
586	4245	2986
587	4253	2980
588	4259	2972
589	4266	2964
590	4273	2957
591	4280	2949
592	4287	2942
593	4295	2936
594	4305	2930
595	4314	2924
596	4324	2919
597	4331	2911
598	4338	2904
599	4345	2896
600	4352	2889
601	4359	2882
602	4367	2875
603	4375	2868
604	4384	2862
605	4391	2855
606	4404	2851
607	4416	2847
608	4426	2841
609	4434	2835
610	4441	2827
611	4451	2821
612	4458	2814
613	4466	2807
614	4473	2800
615	4482	2794
616	4491	2787
617	4500	2781
618	4510	2776
619	4520	2770
620	4529	2764
621	4537	2757
622	4546	2751
623	4553	2743
624	4561	2736
625	4568	2729
626	4575	2721
627	4582	2714
628	4590	2707
629	4597	2700
630	4605	2693
631	4612	2685
632	4619	2678
633	4626	2670
634	4633	2663
635	4640	2655
636	4647	2648
637	4654	2640
638	4661	2633
639	4669	2626
640	4676	2619
641	4684	2612
642	4692	2605
643	4700	2598
644	4707	2591
645	4715	2583
646	4722	2576
647	4729	2569
648	4736	2561
649	4743	2554
650	4750	2546
651	4758	2539
652	4765	2532
653	4772	2525
654	4779	2517
655	4787	2510
656	4794	2502
657	4800	2495
658	4808	2488
659	4815	2480
660	4822	2473
661	4830	2466
662	4837	2458
663	4843	2451
664	4850	2443
665	4857	2436
666	4864	2428
667	4871	2421
668	4878	2413
669	4884	2406
670	4891	2398
671	4898	2390
672	4905	2383
673	4911	2375
674	4918	2368
675	4926	2361
676	4933	2353
677	4940	2346
678	4946	2338
679	4954	2331
680	4960	2323
681	4968	2316
682	4974	2308
683	4981	2301
684	4988	2294
685	4995	2286
686	5003	2279
687	5010	2272
688	5018	2265
689	5025	2258
690	5033	2250
691	5040	2243
692	5047	2235
693	5053	2228
694	5060	2220
695	5068	2213
696	5074	2206
697	5081	2198
698	5088	2191
699	5095	2183
700	5103	2176
701	5110	2169
702	5117	2162
703	5124	2154
704	5131	2147
705	5138	2139
706	5145	2132
707	5152	2125
708	5158	2117
709	5165	2110
710	5172	2102
711	5179	2095
712	5186	2087
713	5192	2080
714	5199	2072
715	5206	2065
716	5214	2058
717	5220	2050
718	5228	2043
719	5235	2035
720	5242	2028
721	5249	2021
722	5256	2013
723	5264	2006
724	5270	1999
725	5277	1991
726	5284	1984
727	5290	1976
728	5297	1969
729	5304	1961
730	5311	1954
731	5317	1946
732	5324	1939
733	5331	1932
734	5338	1924
735	5345	1917
736	5352	1909
737	5358	1902
738	5365	1894
739	5372	1887
740	5379	1880
741	5385	1872
742	5392	1865
743	5398	1857
744	5405	1850
745	5412	1842
746	5419	1835
747	5426	1828
748	5433	1820
749	5440	1813
750	5446	1805
751	5453	1798
752	5460	1791
753	5466	1783
754	5474	1776
755	5480	1768
756	5488	1761
757	5495	1754
758	5501	1746
759	5508	1739
760	5514	1732
761	5521	1724
762	5527	1716
763	5534	1709
764	5542	1702
765	5548	1695
766	5556	1687
767	5562	1680
768	5569	1673
769	5576	1665
770	5582	1658
771	5590	1650
772	5596	1643
773	5602	1635
774	5609	1628
775	5615	1621
776	5623	1613
777	5629	1606
778	5637	1599
779	5644	1591
780	5651	1584
781	5658	1577
782	5664	1569
783	5672	1562
784	5678	1555
785	5685	1547
786	5692	1540
787	5699	1533
788	5705	1525
789	5712	1518
790	5719	1511
791	5726	1503
792	5732	1496
793	5739	1489
794	5746	1481
795	5753	1474
796	5760	1467
797	5768	1460
798	5774	1452
799	5781	1445
800	5788	1438
801	5794	1430
802	5802	1423
803	5808	1416
804	5816	1408
805	5822	1401
806	5829	1394
807	5836	1386
808	5842	1379
809	5849	1372
810	5856	1364
811	5863	1357
812	5870	1350
813	5876	1342
814	5884	1335
815	5890	1328
816	5897	1321
817	5904	1313
818	5911	1306
819	5918	1299
820	5924	1291
821	5931	1284
822	5938	1277
823	5946	1270
824	5953	1262
825	5959	1255
826	5966	1248
827	5972	1240
828	5979	1233
829	5986	1226
830	5993	1218
831	6000	1211
832	6006	1204
833	6013	1196
834	6020	1189
835	6026	1182
836	6033	1174
837	6039	1167
838	6046	1160
839	6053	1152
840	6060	1145
841	6067	1138
842	6074	1131
843	6081	1123
844	6087	1116
845	6094	1109
846	6101	1102
847	6107	1094
848	6114	1087
849	6121	1080
850	6128	1073
851	6135	1065
852	6141	1058
853	6148	1051
854	6154	1043
855	6162	1036
856	6168	1029
857	6176	1022
858	6183	1014
859	6190	1007
860	6197	1000
861	6205	993
862	6212	986
863	6220	979
864	6227	971
865	6234	964
866	6242	957
867	6249	950
868	6257	943
869	6264	936
870	6272	928
871	6279	921
872	6286	914
873	6293	907
874	6300	900
875	6307	892
876	6314	885
877	6320	878
878	6327	870
879	6333	863
880	6341	856
881	6347	849
882	6354	842
883	6361	834
884	6368	827
885	6374	820
886	6381	812
887	6388	805
888	6394	798
889	6402	791
890	6408	784
891	6416	776
892	6423	769
893	6429	762
894	6436	755
895	6442	747
896	6449	740
897	6456	733
898	6462	726
899	6470	718
900	6477	711
901	6484	704
902	6491	697
903	6498	690
904	6505	682
905	6511	675
906	6517	668
907	6525	661
908	6531	653
909	6538	646
910	6545	639
911	6552	632
912	6559	625
913	6565	617
914	6572	610
915	6579	603
916	6586	596
917	6593	588
918	6600	581
919	6607	574
920	6614	567
921	6620	560
922	6627	552
923	6635	545
924	6642	538
925	6649	531
926	6657	524
927	6664	517
928	6671	509
929	6677	502
930	6684	495
931	6691	488
932	6697	480
933	6704	473
934	6710	466
935	6717	459
936	6724	452
937	6730	444
938	6737	437
939	6743	430
940	6750	423
941	6758	416
942	6764	408
943	6772	401
944	6778	394
945	6785	387
946	6792	380
947	6799	372
948	6805	365
949	6812	358
950	6820	351
951	6827	344
952	6833	337
953	6840	329
954	6847	322
955	6854	315
956	6860	308
957	6867	301
958	6874	293
959	6880	286
960	6887	279
961	6893	272
962	6900	265
963	6907	257
964	6914	250
965	6920	243
966	6926	236
967	6933	229
968	6940	222
969	6948	214
970	6954	207
971	6961	200
972	6968	193
973	6974	186
974	6982	179
975	6988	171
976	6995	164
977	7001	157
978	7007	150
979	7014	143
980	7021	135
981	7028	128
982	7034	121
983	7041	114
984	7048	107
985	7055	100
986	7062	93
987	7069	85
988	7076	78
989	7082	71
990	7089	64
991	7096	57
992	7102	50
993	7109	42
994	7116	35
995	7122	28
996	7130	21
997	7136	14
998	7143	7
999	7150	0
