iter	Logloss
0	0.6235798114
1	0.5632386929
2	0.5080390167
3	0.4595807926
4	0.4193455273
5	0.3835305678
6	0.352304753
7	0.3255297021
8	0.3022673122
9	0.2811405122
10	0.2634112713
11	0.2474112251
12	0.232245842
13	0.2218994278
14	0.2106290098
15	0.2008927352
16	0.1918015165
17	0.1830916888
18	0.1763823957
19	0.1697192242
20	0.1637302413
21	0.1583840258
22	0.154654293
23	0.150384987
24	0.1466300856
25	0.1427779407
26	0.1389222767
27	0.1359771174
28	0.1331637865
29	0.1304401485
30	0.1277903831
31	0.1255674051
32	0.1234984775
33	0.1214446226
34	0.1194759644
35	0.1177697729
36	0.1161169471
37	0.1145786467
38	0.1132011946
39	0.1118478116
40	0.1104603362
41	0.1093523228
42	0.1081313342
43	0.1070040295
44	0.1058967549
45	0.1048081268
46	0.1038619668
47	0.1030957063
48	0.1023015487
49	0.101409587
50	0.1006538698
51	0.09981556542
52	0.09916987183
53	0.09845702815
54	0.09768039533
55	0.09709673767
56	0.09648269874
57	0.0958442275
58	0.09531615733
59	0.09476810071
60	0.09407891605
61	0.09356031892
62	0.09303834829
63	0.0924365763
64	0.09188682303
65	0.0913842633
66	0.09087323675
67	0.09051352935
68	0.0898638772
69	0.08945112303
70	0.08909895557
71	0.08866847573
72	0.08829547458
73	0.08783148316
74	0.08738969339
75	0.08708757895
76	0.0866678731
77	0.08630801001
78	0.08593377479
79	0.08553812182
80	0.08507394067
81	0.08474799475
82	0.08439405462
83	0.08406962874
84	0.08365711963
85	0.08341150862
86	0.08311302952
87	0.08275346512
88	0.08243551336
89	0.08216625631
90	0.08185248251
91	0.08154457727
92	0.08125047407
93	0.08092089087
94	0.08065164587
95	0.08034850656
96	0.0800578436
97	0.07985847601
98	0.07964773812
99	0.07945059161
100	0.07923489385
101	0.07896752992
102	0.07870153647
103	0.07846853825
104	0.07828183579
105	0.07803372122
106	0.07785600684
107	0.07765118825
108	0.07742389293
109	0.07724519138
110	0.07702231143
111	0.07678904772
112	0.07660195832
113	0.07638134243
114	0.07617144201
115	0.07593835496
116	0.07576735256
117	0.07558105923
118	0.07539800912
119	0.07524219609
120	0.07504572952
121	0.07493764069
122	0.07471831271
123	0.07453535216
124	0.07437062836
125	0.07416504025
126	0.07397983614
127	0.07380185321
128	0.07363437209
129	0.07344052297
130	0.07323644096
131	0.07302868458
132	0.07283740958
133	0.07262718191
134	0.07246551368
135	0.07230918701
136	0.07206857822
137	0.07192424273
138	0.07178163939
139	0.07161122706
140	0.0714706287
141	0.07131240843
142	0.07117068064
143	0.07101802327
144	0.07086097772
145	0.07070459558
146	0.07054538907
147	0.07041990444
148	0.0702569339
149	0.07012986823
150	0.07003168143
151	0.06987515943
152	0.06975592474
153	0.06959612848
154	0.06945227406
155	0.06922017026
156	0.06907892704
157	0.06892528195
158	0.06874262833
159	0.06857841254
160	0.06844346492
161	0.06833048734
162	0.06821720116
163	0.06809650931
164	0.06797194063
165	0.06783389107
166	0.06768589338
167	0.06756958147
168	0.06741204686
169	0.06730423812
170	0.06718898056
171	0.06705730096
172	0.06694627145
173	0.06684603455
174	0.06668698644
175	0.06656118853
176	0.06644850981
177	0.06633993564
178	0.06621836011
179	0.06607824943
180	0.0659411554
181	0.06581230748
182	0.06570453857
183	0.06556268119
184	0.06541340567
185	0.06529510456
186	0.06516468611
187	0.0650299219
188	0.06488115823
189	0.0647025321
190	0.06458932692
191	0.06444437417
192	0.06431704951
193	0.06420345343
194	0.06402840884
195	0.06391309194
196	0.06381224171
197	0.06368557866
198	0.06358312439
199	0.06345074795
200	0.06330660479
201	0.06317894118
202	0.0630369318
203	0.06294108063
204	0.06283389407
205	0.06275860156
206	0.06261286237
207	0.06249830437
208	0.06239619186
209	0.0622841035
210	0.06214820141
211	0.06201994312
212	0.061924161
213	0.06181082202
214	0.0617129174
215	0.06157044435
216	0.06144011001
217	0.06135276824
218	0.06123996326
219	0.06113484617
220	0.06103402382
221	0.0609413289
222	0.06081650301
223	0.0607187044
224	0.06058158296
225	0.06050309028
226	0.06040930982
227	0.06033289291
228	0.06025114071
229	0.06008682822
230	0.05996272689
231	0.05987017838
232	0.05973284833
233	0.05963607151
234	0.05953893879
235	0.05943970572
236	0.05930974962
237	0.05918694751
238	0.05909769595
239	0.05899436792
240	0.05889933026
241	0.05877086097
242	0.05867443215
243	0.05854116021
244	0.05840453594
245	0.05832133853
246	0.05820433079
247	0.0580989907
248	0.05797818083
249	0.05790514135
250	0.05780668963
251	0.05765495921
252	0.05752025967
253	0.05740087683
254	0.05726776447
255	0.05716163346
256	0.05704672149
257	0.05693642504
258	0.05686700315
259	0.05673600302
260	0.05663811382
261	0.05654335864
262	0.05644847589
263	0.05634333056
264	0.05626115094
265	0.05615047591
266	0.05601317725
267	0.05589768014
268	0.05578844441
269	0.05565408076
270	0.05554570355
271	0.05544291329
272	0.05536559126
273	0.05526719921
274	0.05516490919
275	0.05507595746
276	0.05498437129
277	0.05488375705
278	0.05478575342
279	0.05468724676
280	0.05457744449
281	0.05447610957
282	0.05439288389
283	0.05429916309
284	0.05417466783
285	0.05407493789
286	0.05400281727
287	0.05390644778
288	0.05382503981
289	0.05373607392
290	0.05364902219
291	0.05353642374
292	0.05344192626
293	0.05333172715
294	0.05323423775
295	0.05309894477
296	0.05301214138
297	0.05290745734
298	0.05282118325
299	0.05271934443
300	0.05265492919
301	0.05254594416
302	0.05245230721
303	0.05239261535
304	0.05226460264
305	0.05216193724
306	0.05211515625
307	0.05201979766
308	0.0519427062
309	0.05186107366
310	0.05177749266
311	0.05167609447
312	0.05154415242
313	0.05148696735
314	0.05139932565
315	0.05130602932
316	0.05120880112
317	0.05112463898
318	0.05103302536
319	0.05089817375
320	0.05077838645
321	0.05068576754
322	0.05059524415
323	0.05050526144
324	0.05039274331
325	0.05030772101
326	0.05023389015
327	0.05014763668
328	0.05007441761
329	0.04997609197
330	0.04988459054
331	0.04980255186
332	0.04967903348
333	0.04959102906
334	0.04951952413
335	0.04942452003
336	0.0493356493
337	0.04924349429
338	0.04913949545
339	0.04902743412
340	0.04891325802
341	0.04883541493
342	0.0487682114
343	0.04870480366
344	0.04863085187
345	0.04853431934
346	0.04846283669
347	0.04839602966
348	0.04832303907
349	0.04823062416
350	0.04820393345
351	0.04814364082
352	0.04806946891
353	0.0479774128
354	0.04788890022
355	0.04783525449
356	0.04773482382
357	0.04760126054
358	0.04754494385
359	0.0475069894
360	0.04743779067
361	0.04732972849
362	0.04723086432
363	0.04716071626
364	0.04709798423
365	0.04704116818
366	0.04695915799
367	0.04684010125
368	0.04675246361
369	0.04664133789
370	0.04655824681
371	0.04649083898
372	0.04642849304
373	0.04638694918
374	0.04630384996
375	0.04624346513
376	0.04617561953
377	0.04611178133
378	0.04602700722
379	0.04594794853
380	0.04586824212
381	0.04579352572
382	0.04572271544
383	0.04565003126
384	0.0455668651
385	0.04548743628
386	0.04540998058
387	0.0453593187
388	0.0452866421
389	0.04518128946
390	0.04513078378
391	0.04504679004
392	0.04498724864
393	0.04491363123
394	0.04483795972
395	0.044769764
396	0.04470358743
397	0.04464191394
398	0.04456631739
399	0.04447492078
400	0.04441508193
401	0.04434909877
402	0.04429110756
403	0.04420047577
404	0.0440815833
405	0.04400754129
406	0.04392038687
407	0.04387181464
408	0.04378479338
409	0.04373803433
410	0.0436723952
411	0.04358877538
412	0.04351600573
413	0.04346468
414	0.04341943147
415	0.0433411034
416	0.04325481658
417	0.04316998853
418	0.04311339947
419	0.0430631579
420	0.04297887792
421	0.04290525915
422	0.0428192985
423	0.04277181893
424	0.0427119263
425	0.04264075744
426	0.04255051457
427	0.04249126369
428	0.04241118782
429	0.04234447556
430	0.04228606947
431	0.04220170826
432	0.04210364456
433	0.04203318184
434	0.04198859662
435	0.04188274252
436	0.04178838034
437	0.04171185787
438	0.04164569155
439	0.04158018224
440	0.04146812475
441	0.04142856731
442	0.04138276679
443	0.04133250618
444	0.04128596424
445	0.0412550636
446	0.04118480023
447	0.04113743321
448	0.04106222723
449	0.04099115373
450	0.04092734689
451	0.04084721459
452	0.0407707802
453	0.04070988433
454	0.04066991682
455	0.04060823274
456	0.04054850814
457	0.04049807591
458	0.04043950185
459	0.04037589807
460	0.04030237166
461	0.04024611115
462	0.04016217402
463	0.04007911818
464	0.04002414961
465	0.03994799556
466	0.03986816887
467	0.03980255877
468	0.0397013618
469	0.03964828547
470	0.03956052069
471	0.03945452342
472	0.03942278626
473	0.03937197533
474	0.03928171518
475	0.03920809112
476	0.03915903537
477	0.03910360474
478	0.039027151
479	0.03898302901
480	0.03892910053
481	0.03886933814
482	0.03882439759
483	0.03876050875
484	0.0387070663
485	0.03863282897
486	0.03855263665
487	0.03850747909
488	0.03848334939
489	0.03838637535
490	0.03833040433
491	0.03826673958
492	0.03822622771
493	0.03818601273
494	0.03815351607
495	0.03809491948
496	0.03804883263
497	0.03801938036
498	0.03794600809
499	0.03788077594
500	0.03782831409
501	0.03777633198
502	0.03771299586
503	0.03766429831
504	0.03757398258
