iter	Logloss
171	0.3141538488
172	0.3139749498
173	0.3137154816
174	0.3135797816
175	0.3133587877
176	0.313185102
177	0.3129865147
178	0.3127911852
179	0.3127328288
180	0.3125145569
181	0.3122953614
182	0.3121192398
183	0.3119909657
184	0.3117657709
185	0.3115776352
186	0.31147195
187	0.3112939657
188	0.3110361086
189	0.3108249868
190	0.3106607717
191	0.3104474736
192	0.3101799897
193	0.309945082
194	0.3097340216
195	0.309562753
196	0.309286042
197	0.3090656946
198	0.3087636055
199	0.3086503473
200	0.3084215032
201	0.3081833308
202	0.3079307985
203	0.3077384567
204	0.3075341765
205	0.3074030609
206	0.3071469148
207	0.3069879765
208	0.306660113
209	0.3064275164
210	0.3062501145
211	0.3060179126
212	0.3058634592
213	0.3057044936
214	0.305614238
215	0.3055364991
216	0.3054385782
217	0.3051989119
218	0.3051815061
219	0.3049023035
220	0.3047182007
221	0.30465169
222	0.304602628
223	0.3043589941
224	0.3042348256
225	0.3039983948
226	0.3038464868
227	0.3037475424
228	0.3035841541
229	0.3034115102
230	0.3032534108
231	0.3031001086
232	0.303050515
233	0.3030307288
234	0.3028442375
235	0.3027190339
236	0.3026445622
237	0.3024896763
238	0.3022622663
239	0.3020438452
240	0.3018576797
241	0.3015870005
242	0.3015244455
243	0.3013732434
244	0.3011068168
245	0.3009800977
246	0.3008195856
247	0.3005357281
248	0.3003802442
249	0.3003192563
250	0.3001704719
251	0.3000946224
252	0.2999072037
253	0.2997504106
254	0.299605922
255	0.2994774413
256	0.2992240625
257	0.2990431127
258	0.2988707465
259	0.2986480212
260	0.2985713542
261	0.2984170753
262	0.2982677482
263	0.2981946005
264	0.2980151389
265	0.2978249584
266	0.2977409352
267	0.2975926005
268	0.2974083559
269	0.2972424675
270	0.2969879154
271	0.2968258093
272	0.2966660398
273	0.2965163411
274	0.2963256365
275	0.2961394883
276	0.2959972946
277	0.2959308599
278	0.2958199473
279	0.2957870549
280	0.2956322847
281	0.2954050726
282	0.2952356358
283	0.2951998788
284	0.2950933054
285	0.2950243067
286	0.2949181832
287	0.2947445514
288	0.2945140924
289	0.2944948745
290	0.2943152896
291	0.294168668
292	0.2940425006
293	0.2938182692
294	0.2935859282
295	0.2934058535
296	0.2932310724
297	0.2931312995
298	0.2929053792
299	0.2927107247
300	0.2924865967
301	0.2923886543
302	0.2921789797
303	0.2919858112
304	0.2917835883
305	0.2916610264
306	0.2916006271
307	0.2913964298
308	0.2912379451
309	0.2911470687
310	0.2909579561
311	0.2907695409
312	0.2906593475
313	0.2905199115
314	0.2903858468
315	0.2902231163
316	0.2900115194
317	0.289879386
318	0.2896805915
319	0.2895840449
320	0.2894899109
321	0.2893632966
322	0.289263857
323	0.2890832011
324	0.2889700812
325	0.2887596485
326	0.2885559275
327	0.2884647991
328	0.2882669416
329	0.2880757378
330	0.2880361018
331	0.2878799172
332	0.2877302019
333	0.2875769776
334	0.2875480276
335	0.2875019547
336	0.2873564618
337	0.2871838535
338	0.2870203757
339	0.2869829489
340	0.286802821
341	0.2866004702
342	0.2864179538
343	0.2862525088
344	0.2860734745
345	0.2858391173
346	0.2857718444
347	0.2857026619
348	0.2856062134
349	0.2855217919
350	0.2853916561
351	0.2853196087
352	0.2851599456
353	0.2849997844
354	0.284823188
355	0.2846302207
356	0.2844783216
357	0.2843755445
358	0.2842961371
359	0.2841819017
360	0.2840654031
361	0.283901795
362	0.2838215895
363	0.2836941707
364	0.2836504146
365	0.2834308071
366	0.2831845256
367	0.2830776782
368	0.2829292308
369	0.2827941662
370	0.2826078427
371	0.2825148305
372	0.2823745003
373	0.2821624632
374	0.2819203806
375	0.2818253956
376	0.2816740187
377	0.2815681436
378	0.2814136251
379	0.2813115476
380	0.2811860364
381	0.2810313415
382	0.280941541
383	0.2807330599
384	0.2806071796
385	0.2803997074
386	0.2802425339
387	0.2800926955
388	0.2799886022
389	0.2798858986
390	0.279820205
391	0.2797311692
392	0.2796410584
393	0.279474483
394	0.2793216029
395	0.2791334237
396	0.2790500783
397	0.2788769694
398	0.2787854684
399	0.2786847635
400	0.2785747772
401	0.2784961175
402	0.2783517785
403	0.2781788378
404	0.2780783351
405	0.2779624805
406	0.2778155185
407	0.2776780137
408	0.2775474045
409	0.2775412826
410	0.2774047661
411	0.2772128011
412	0.2771257535
413	0.2769954492
414	0.276850656
415	0.2766966912
416	0.276599408
417	0.2764888797
418	0.2763437519
419	0.2762511733
420	0.2761615069
421	0.2760800015
422	0.275975568
423	0.275893992
424	0.275743346
425	0.2755991908
426	0.2754380476
427	0.2753319899
428	0.275183108
429	0.2749588691
430	0.2748470899
431	0.2746343971
432	0.2745102859
433	0.2743747724
434	0.2742471676
435	0.274075767
436	0.2738701325
437	0.2737157522
438	0.2736064616
439	0.2733847355
440	0.2732592938
441	0.273090053
442	0.2729110138
443	0.2728155274
444	0.2727907621
445	0.2726363422
446	0.2725317891
447	0.2723651159
448	0.2722570968
449	0.2721003678
450	0.271975117
451	0.2718483346
452	0.2717734586
453	0.2716694385
454	0.2714698331
455	0.2714523362
456	0.2712368668
457	0.2711015548
458	0.2708649636
459	0.270768745
460	0.2706176796
461	0.2704819575
462	0.2703809783
463	0.2702616529
464	0.2700468516
465	0.2699277978
466	0.2697283165
467	0.2696125182
468	0.2695378894
469	0.2694177779
470	0.2693014392
471	0.2691842303
472	0.2690052152
473	0.2689130419
474	0.2688109061
475	0.2686507774
476	0.2685499322
477	0.268465064
478	0.2683409201
479	0.2682266627
480	0.2681443213
481	0.2680672443
482	0.2679202402
483	0.2678514458
484	0.2677293828
485	0.2676964958
486	0.2675018275
487	0.2674099448
488	0.2672722056
489	0.2671414177
490	0.2670192058
491	0.2669463647
492	0.2668640839
493	0.266764504
494	0.2667020973
495	0.2665711534
496	0.266463976
497	0.2662975927
498	0.2662049843
499	0.2661212172
